year,slug_game,country_3_letter_code_x,bronze_medals,gold_medals,silver_medals,total_medals,total_athletes,avg_age_athletes,medals_in_current_year,city,season,game_name,cumulative_medals,is_host
1976,montreal-1976,MEX,1,1,0,2,33,28.08823529411765,2,Canada,Summer,Montreal 1976,25.0,0
1980,moscow-1980,MEX,3,0,1,4,38,25.64864864864865,4,USSR,Summer,Moscow 1980,27.0,0
1984,los-angeles-1984,MEX,1,2,3,6,79,24.45263157894737,6,United States,Summer,Los Angeles 1984,31.0,0
1988,seoul-1988,MEX,2,0,0,2,66,24.372093023255815,2,Republic of Korea,Summer,Seoul 1988,37.0,0
1992,barcelona-1992,MEX,0,0,1,1,57,26.366666666666667,1,Spain,Summer,Barcelona 1992,39.0,0
1996,atlanta-1996,MEX,1,0,0,1,64,26.35211267605634,1,United States,Summer,Atlanta 1996,40.0,0
2000,sydney-2000,MEX,3,1,2,6,55,25.491803278688526,6,Australia,Summer,Sydney 2000,41.0,0
2004,athens-2004,MEX,1,0,3,4,54,27.483870967741936,4,Greece,Summer,Athens 2004,47.0,0
2008,beijing-2008,MEX,3,2,0,5,66,26.986486486486488,5,China,Summer,Beijing 2008,51.0,0
2012,london-2012,MEX,4,1,5,10,74,26.3375,10,Great Britain,Summer,London 2012,56.0,0
2016,rio-2016,MEX,2,0,3,5,80,26.609756097560975,5,Brazil,Summer,Rio 2016,66.0,0
2020,tokyo-2020,MEX,6,0,0,6,80,27.938271604938272,6,Japan,Summer,Tokyo 2020,71.0,0
1968,mexico-city-1968,MGL,3,0,1,4,16,24.142857142857142,4,Mexico,Summer,Mexico City 1968,77.0,0
1972,munich-1972,MGL,0,0,1,1,39,28.416666666666668,1,Federal Republic of Germany,Summer,Munich 1972,4.0,0
1976,montreal-1976,MGL,0,0,1,1,32,31.0,1,Canada,Summer,Montreal 1976,5.0,0
1980,moscow-1980,MGL,2,0,2,4,42,,4,USSR,Summer,Moscow 1980,6.0,0
1988,seoul-1988,MGL,1,0,0,1,28,24.0,1,Republic of Korea,Summer,Seoul 1988,10.0,0
1992,barcelona-1992,MGL,2,0,0,2,32,22.8,2,Spain,Summer,Barcelona 1992,11.0,0
1996,atlanta-1996,MGL,1,0,0,1,15,23.0,1,United States,Summer,Atlanta 1996,13.0,0
2004,athens-2004,MGL,1,0,0,1,13,23.8,1,Greece,Summer,Athens 2004,14.0,0
2008,beijing-2008,MGL,0,2,2,4,27,27.0,4,China,Summer,Beijing 2008,15.0,0
2012,london-2012,MGL,3,0,2,5,29,26.04,5,Great Britain,Summer,London 2012,19.0,0
2016,rio-2016,MGL,1,0,1,2,43,26.41176470588235,2,Brazil,Summer,Rio 2016,24.0,0
2020,tokyo-2020,MGL,3,0,1,4,37,28.317073170731707,4,Japan,Summer,Tokyo 2020,26.0,0
1896,athens-1896,MIX,2,2,0,4,0,,4,Greece,Summer,Athens 1896,30.0,0
1900,paris-1900,MIX,8,8,7,23,0,,23,France,Summer,Paris 1900,4.0,0
1904,st-louis-1904,MIX,1,2,1,4,0,,4,United States,Summer,St. Louis 1904,27.0,0
2000,sydney-2000,MKD,1,0,0,1,8,21.153846153846153,1,Australia,Summer,Sydney 2000,31.0,0
2020,tokyo-2020,MKD,0,0,1,1,5,23.8,1,Japan,Summer,Tokyo 2020,1.0,0
2012,london-2012,MNE,0,0,1,1,5,31.333333333333332,1,Great Britain,Summer,London 2012,2.0,0
1996,atlanta-1996,MOZ,1,0,0,1,4,23.75,1,United States,Summer,Atlanta 1996,1.0,0
2000,sydney-2000,MOZ,0,1,0,1,4,26.0,1,Australia,Summer,Sydney 2000,1.0,0
2008,beijing-2008,MRI,1,0,0,1,9,26.555555555555557,1,China,Summer,Beijing 2008,2.0,0
1992,barcelona-1992,NAM,0,0,2,2,6,22.0,2,Spain,Summer,Barcelona 1992,1.0,0
1996,atlanta-1996,NAM,0,0,2,2,8,26.7,2,United States,Summer,Atlanta 1996,2.0,0
2020,tokyo-2020,NAM,0,0,1,1,11,26.363636363636363,1,Japan,Summer,Tokyo 2020,4.0,0
1900,paris-1900,NED,3,0,2,5,16,33.06666666666667,5,France,Summer,Paris 1900,5.0,0
1908,london-1908,NED,2,0,0,2,62,29.4,2,Great Britain,Summer,London 1908,5.0,0
1912,stockholm-1912,NED,3,0,0,3,3,31.0,3,Sweden,Summer,Stockholm 1912,7.0,0
1920,antwerp-1920,NED,6,4,3,13,35,35.77777777777778,13,Belgium,Summer,Antwerp 1920,10.0,0
1924,paris-1924,NED,7,5,1,13,71,27.852941176470587,13,France,Summer,Paris 1924,23.0,0
1928,amsterdam-1928,NED,4,7,9,20,69,29.333333333333332,20,Netherlands,Summer,Amsterdam 1928,36.0,1
1932,los-angeles-1932,NED,0,2,5,7,10,27.25,7,United States,Summer,Los Angeles 1932,56.0,0
1936,berlin-1936,NED,8,5,5,18,48,26.45098039215686,18,Germany,Summer,Berlin 1936,63.0,0
1948,london-1948,NED,10,5,2,17,54,27.98076923076923,17,Great Britain,Summer,London 1948,81.0,0
1952,helsinki-1952,NED,0,0,5,5,38,24.53448275862069,5,Finland,Summer,Helsinki 1952,98.0,0
1952,helsinki-1952,NED,0,0,5,5,38,24.53448275862069,3,Finland,Summer,Helsinki 1952,103.0,0
1952,oslo-1952,NED,0,0,3,3,11,25.9,5,Norway,Winter,Oslo 1952,106.0,0
1952,oslo-1952,NED,0,0,3,3,11,25.9,3,Norway,Winter,Oslo 1952,111.0,0
1960,rome-1960,NED,2,0,1,3,37,22.61111111111111,3,Italy,Summer,Rome 1960,114.0,0
1960,rome-1960,NED,2,0,1,3,37,22.61111111111111,2,Italy,Summer,Rome 1960,117.0,0
1960,squaw-valley-1960,NED,1,0,1,2,7,27.90909090909091,3,United States,Winter,Squaw Valley 1960,119.0,0
1960,squaw-valley-1960,NED,1,0,1,2,7,27.90909090909091,2,United States,Winter,Squaw Valley 1960,122.0,0
1964,innsbruck-1964,NED,0,1,1,2,6,21.555555555555557,2,Austria,Winter,Innsbruck 1964,124.0,0
1964,innsbruck-1964,NED,0,1,1,2,6,21.555555555555557,12,Austria,Winter,Innsbruck 1964,126.0,0
1964,tokyo-1964,NED,4,2,6,12,28,24.8,2,Japan,Summer,Tokyo 1964,138.0,0
1964,tokyo-1964,NED,4,2,6,12,28,24.8,12,Japan,Summer,Tokyo 1964,140.0,0
1968,grenoble-1968,NED,3,3,3,9,9,23.6,9,France,Winter,Grenoble 1968,152.0,0
1968,grenoble-1968,NED,3,3,3,9,9,23.6,9,France,Winter,Grenoble 1968,161.0,0
1968,mexico-city-1968,NED,1,3,5,9,25,23.12,9,Mexico,Summer,Mexico City 1968,170.0,0
1968,mexico-city-1968,NED,1,3,5,9,25,23.12,9,Mexico,Summer,Mexico City 1968,179.0,0
1972,munich-1972,NED,2,3,1,6,37,25.547619047619047,6,Federal Republic of Germany,Summer,Munich 1972,188.0,0
1972,munich-1972,NED,2,3,1,6,37,25.547619047619047,9,Federal Republic of Germany,Summer,Munich 1972,194.0,0
1972,sapporo-1972,NED,2,4,3,9,11,27.166666666666668,6,Japan,Winter,Sapporo 1972,203.0,0
1972,sapporo-1972,NED,2,4,3,9,11,27.166666666666668,9,Japan,Winter,Sapporo 1972,209.0,0
1976,innsbruck-1976,NED,3,1,2,6,9,25.65,6,Austria,Winter,Innsbruck 1976,218.0,0
1976,innsbruck-1976,NED,3,1,2,6,9,25.65,5,Austria,Winter,Innsbruck 1976,224.0,0
1976,montreal-1976,NED,3,0,2,5,23,24.75,6,Canada,Summer,Montreal 1976,229.0,0
1976,montreal-1976,NED,3,0,2,5,23,24.75,5,Canada,Summer,Montreal 1976,235.0,0
1980,lake-placid-1980,NED,1,1,2,4,9,25.26086956521739,4,United States,Winter,Lake Placid 1980,240.0,0
1980,lake-placid-1980,NED,1,1,2,4,9,25.26086956521739,3,United States,Winter,Lake Placid 1980,244.0,0
1980,moscow-1980,NED,2,0,1,3,25,23.607142857142858,4,USSR,Summer,Moscow 1980,247.0,0
1980,moscow-1980,NED,2,0,1,3,25,23.607142857142858,3,USSR,Summer,Moscow 1980,251.0,0
1984,los-angeles-1984,NED,6,5,3,14,57,23.383561643835616,14,United States,Summer,Los Angeles 1984,254.0,0
1988,calgary-1988,NED,2,3,2,7,12,23.545454545454547,7,Canada,Winter,Calgary 1988,268.0,0
1988,calgary-1988,NED,2,3,2,7,12,23.545454545454547,11,Canada,Winter,Calgary 1988,275.0,0
1988,seoul-1988,NED,6,3,2,11,66,25.053333333333335,7,Republic of Korea,Summer,Seoul 1988,286.0,0
1988,seoul-1988,NED,6,3,2,11,66,25.053333333333335,11,Republic of Korea,Summer,Seoul 1988,293.0,0
1992,albertville-1992,NED,2,1,1,4,21,23.897435897435898,4,France,Winter,Albertville 1992,304.0,0
1992,albertville-1992,NED,2,1,1,4,21,23.897435897435898,16,France,Winter,Albertville 1992,308.0,0
1992,barcelona-1992,NED,8,2,6,16,87,25.57608695652174,4,Spain,Summer,Barcelona 1992,324.0,0
1992,barcelona-1992,NED,8,2,6,16,87,25.57608695652174,16,Spain,Summer,Barcelona 1992,328.0,0
1994,lillehammer-1994,NED,3,0,1,4,17,23.18918918918919,4,Norway,Winter,Lillehammer 1994,344.0,0
1996,atlanta-1996,NED,11,4,6,21,70,26.9,21,United States,Summer,Atlanta 1996,348.0,0
1998,nagano-1998,NED,2,5,4,11,21,24.511111111111113,11,Japan,Winter,Nagano 1998,369.0,0
2000,sydney-2000,NED,4,12,11,27,75,27.96590909090909,27,Australia,Summer,Sydney 2000,380.0,0
2002,salt-lake-city-2002,NED,0,3,5,8,19,27.025641025641026,8,United States,Winter,Salt Lake City 2002,407.0,0
2004,athens-2004,NED,10,4,9,23,72,27.96470588235294,23,Greece,Summer,Athens 2004,415.0,0
2006,turin-2006,NED,4,3,2,9,22,26.425,9,Italy,Winter,Turin 2006,438.0,0
2008,beijing-2008,NED,4,8,6,18,71,27.372093023255815,18,China,Summer,Beijing 2008,447.0,0
2010,vancouver-2010,NED,3,4,1,8,26,26.266666666666666,8,Canada,Winter,Vancouver 2010,465.0,0
2012,london-2012,NED,9,6,6,21,76,27.52747252747253,21,Great Britain,Summer,London 2012,473.0,0
2014,sochi-2014,NED,9,8,7,24,31,27.75862068965517,24,Russian Federation,Winter,Sochi 2014,494.0,0
2016,rio-2016,NED,5,9,7,21,95,28.10909090909091,21,Brazil,Summer,Rio 2016,518.0,0
2018,pyeongchang-2018,NED,6,8,6,20,31,28.384615384615383,20,Republic of Korea,Winter,PyeongChang 2018,539.0,0
2020,tokyo-2020,NED,17,10,14,41,94,29.21359223300971,41,Japan,Summer,Tokyo 2020,559.0,0
2022,beijing-2022,NED,4,8,5,17,36,26.83050847457627,17,China,Winter,Beijing 2022,600.0,0
1964,tokyo-1964,NGR,1,0,0,1,9,23.333333333333332,1,Japan,Summer,Tokyo 1964,617.0,0
1972,munich-1972,NGR,1,0,0,1,9,27.77777777777778,1,Federal Republic of Germany,Summer,Munich 1972,1.0,0
1984,los-angeles-1984,NGR,1,0,1,2,24,23.958333333333332,2,United States,Summer,Los Angeles 1984,2.0,0
1992,barcelona-1992,NGR,1,0,3,4,28,23.20689655172414,4,Spain,Summer,Barcelona 1992,4.0,0
1996,atlanta-1996,NGR,3,2,1,6,24,24.68,6,United States,Summer,Atlanta 1996,8.0,0
2000,sydney-2000,NGR,0,1,2,3,20,25.36842105263158,3,Australia,Summer,Sydney 2000,14.0,0
2004,athens-2004,NGR,2,0,0,2,19,24.31578947368421,2,Greece,Summer,Athens 2004,17.0,0
2008,beijing-2008,NGR,3,0,2,5,20,25.7,5,China,Summer,Beijing 2008,19.0,0
2016,rio-2016,NGR,1,0,0,1,19,27.210526315789473,1,Brazil,Summer,Rio 2016,24.0,0
2020,tokyo-2020,NGR,1,0,1,2,17,27.941176470588236,2,Japan,Summer,Tokyo 2020,25.0,0
1972,munich-1972,NIG,1,0,0,1,4,25.5,1,Federal Republic of Germany,Summer,Munich 1972,27.0,0
2016,rio-2016,NIG,0,0,1,1,4,22.5,1,Brazil,Summer,Rio 2016,1.0,0
1900,paris-1900,NOR,3,0,2,5,7,33.266666666666666,5,France,Summer,Paris 1900,2.0,0
1904,st-louis-1904,NOR,0,2,0,2,3,30.0,2,United States,Summer,St. Louis 1904,5.0,0
1908,london-1908,NOR,3,2,3,8,29,26.0,8,Great Britain,Summer,London 1908,7.0,0
1912,stockholm-1912,NOR,5,4,1,10,73,28.530864197530864,10,Sweden,Summer,Stockholm 1912,15.0,0
1920,antwerp-1920,NOR,9,13,10,32,53,35.225806451612904,32,Belgium,Summer,Antwerp 1920,25.0,0
1924,chamonix-1924,NOR,6,4,7,17,14,26.72,17,France,Winter,Chamonix 1924,57.0,0
1924,chamonix-1924,NOR,6,4,7,17,14,26.72,10,France,Winter,Chamonix 1924,74.0,0
1924,paris-1924,NOR,3,5,2,10,51,31.5531914893617,17,France,Summer,Paris 1924,84.0,0
1924,paris-1924,NOR,3,5,2,10,51,31.5531914893617,10,France,Summer,Paris 1924,101.0,0
1928,amsterdam-1928,NOR,1,1,1,3,37,27.75,3,Netherlands,Summer,Amsterdam 1928,111.0,0
1928,amsterdam-1928,NOR,1,1,1,3,37,27.75,15,Netherlands,Summer,Amsterdam 1928,114.0,0
1928,st-moritz-1928,NOR,5,6,4,15,25,24.79310344827586,3,Switzerland,Winter,St. Moritz 1928,129.0,0
1928,st-moritz-1928,NOR,5,6,4,15,25,24.79310344827586,15,Switzerland,Winter,St. Moritz 1928,132.0,0
1932,lake-placid-1932,NOR,3,3,4,10,23,26.36111111111111,10,United States,Winter,Lake Placid 1932,147.0,0
1936,berlin-1936,NOR,2,1,3,6,32,28.37037037037037,6,Germany,Summer,Berlin 1936,157.0,0
1936,berlin-1936,NOR,2,1,3,6,32,28.37037037037037,15,Germany,Summer,Berlin 1936,163.0,0
1936,garmisch-partenkirchen-1936,NOR,3,7,5,15,30,26.486486486486488,6,Germany,Winter,Garmisch-Partenkirchen 1936,178.0,0
1936,garmisch-partenkirchen-1936,NOR,3,7,5,15,30,26.486486486486488,15,Germany,Winter,Garmisch-Partenkirchen 1936,184.0,0
1948,london-1948,NOR,3,1,4,8,42,31.256410256410255,8,Great Britain,Summer,London 1948,199.0,0
1948,london-1948,NOR,3,1,4,8,42,31.256410256410255,10,Great Britain,Summer,London 1948,207.0,0
1948,st-moritz-1948,NOR,3,4,3,10,39,28.543478260869566,8,Switzerland,Winter,St. Moritz 1948,217.0,0
1948,st-moritz-1948,NOR,3,4,3,10,39,28.543478260869566,10,Switzerland,Winter,St. Moritz 1948,225.0,0
1952,helsinki-1952,NOR,0,3,2,5,56,30.394495412844037,5,Finland,Summer,Helsinki 1952,235.0,0
1952,helsinki-1952,NOR,0,3,2,5,56,30.394495412844037,16,Finland,Summer,Helsinki 1952,240.0,0
1952,oslo-1952,NOR,6,7,3,16,45,26.915254237288135,5,Norway,Winter,Oslo 1952,256.0,1
1952,oslo-1952,NOR,6,7,3,16,45,26.915254237288135,16,Norway,Winter,Oslo 1952,261.0,1
1956,cortina-d-ampezzo-1956,NOR,1,2,1,4,41,27.12727272727273,4,Italy,Winter,Cortina d'Ampezzo 1956,277.0,0
1956,cortina-d-ampezzo-1956,NOR,1,2,1,4,41,27.12727272727273,3,Italy,Winter,Cortina d'Ampezzo 1956,281.0,0
1956,melbourne-1956,NOR,2,1,0,3,11,34.083333333333336,4,"Australia, Sweden",Summer,Melbourne 1956,284.0,0
1956,melbourne-1956,NOR,2,1,0,3,11,34.083333333333336,3,"Australia, Sweden",Summer,Melbourne 1956,288.0,0
1960,rome-1960,NOR,0,2,0,2,22,27.761904761904763,2,Italy,Summer,Rome 1960,291.0,0
1960,rome-1960,NOR,0,2,0,2,22,27.761904761904763,6,Italy,Summer,Rome 1960,293.0,0
1960,squaw-valley-1960,NOR,0,3,3,6,29,26.425,2,United States,Winter,Squaw Valley 1960,299.0,0
1960,squaw-valley-1960,NOR,0,3,3,6,29,26.425,6,United States,Winter,Squaw Valley 1960,301.0,0
1964,innsbruck-1964,NOR,6,3,6,15,39,25.652173913043477,15,Austria,Winter,Innsbruck 1964,307.0,0
1968,grenoble-1968,NOR,2,6,6,14,47,24.951612903225808,14,France,Winter,Grenoble 1968,322.0,0
1968,grenoble-1968,NOR,2,6,6,14,47,24.951612903225808,3,France,Winter,Grenoble 1968,336.0,0
1968,mexico-city-1968,NOR,0,1,2,3,24,22.083333333333332,14,Mexico,Summer,Mexico City 1968,339.0,0
1968,mexico-city-1968,NOR,0,1,2,3,24,22.083333333333332,3,Mexico,Summer,Mexico City 1968,353.0,0
1972,munich-1972,NOR,1,2,2,5,39,26.166666666666668,5,Federal Republic of Germany,Summer,Munich 1972,356.0,0
1972,munich-1972,NOR,1,2,2,5,39,26.166666666666668,12,Federal Republic of Germany,Summer,Munich 1972,361.0,0
1972,sapporo-1972,NOR,5,2,5,12,48,25.746031746031747,5,Japan,Winter,Sapporo 1972,373.0,0
1972,sapporo-1972,NOR,5,2,5,12,48,25.746031746031747,12,Japan,Winter,Sapporo 1972,378.0,0
1976,innsbruck-1976,NOR,1,3,3,7,36,25.894736842105264,7,Austria,Winter,Innsbruck 1976,390.0,0
1976,innsbruck-1976,NOR,1,3,3,7,36,25.894736842105264,3,Austria,Winter,Innsbruck 1976,397.0,0
1976,montreal-1976,NOR,0,2,1,3,27,26.379310344827587,7,Canada,Summer,Montreal 1976,400.0,0
1976,montreal-1976,NOR,0,2,1,3,27,26.379310344827587,3,Canada,Summer,Montreal 1976,407.0,0
1980,lake-placid-1980,NOR,6,1,3,10,44,25.155172413793103,10,United States,Winter,Lake Placid 1980,410.0,0
1984,los-angeles-1984,NOR,3,0,1,4,55,25.131147540983605,4,United States,Summer,Los Angeles 1984,420.0,0
1984,los-angeles-1984,NOR,3,0,1,4,55,25.131147540983605,9,United States,Summer,Los Angeles 1984,424.0,0
1984,sarajevo-1984,NOR,4,3,2,9,39,25.693877551020407,4,Yugoslavia,Winter,Sarajevo 1984,433.0,0
1984,sarajevo-1984,NOR,4,3,2,9,39,25.693877551020407,9,Yugoslavia,Winter,Sarajevo 1984,437.0,0
1988,calgary-1988,NOR,2,0,3,5,39,24.75862068965517,5,Canada,Winter,Calgary 1988,446.0,0
1988,calgary-1988,NOR,2,0,3,5,39,24.75862068965517,6,Canada,Winter,Calgary 1988,451.0,0
1988,seoul-1988,NOR,0,2,4,6,30,26.62162162162162,5,Republic of Korea,Summer,Seoul 1988,457.0,0
1988,seoul-1988,NOR,0,2,4,6,30,26.62162162162162,6,Republic of Korea,Summer,Seoul 1988,462.0,0
1992,albertville-1992,NOR,5,9,6,20,54,25.151515151515152,20,France,Winter,Albertville 1992,468.0,0
1992,albertville-1992,NOR,5,9,6,20,54,25.151515151515152,7,France,Winter,Albertville 1992,488.0,0
1992,barcelona-1992,NOR,1,2,4,7,33,24.48780487804878,20,Spain,Summer,Barcelona 1992,495.0,0
1992,barcelona-1992,NOR,1,2,4,7,33,24.48780487804878,7,Spain,Summer,Barcelona 1992,515.0,0
1994,lillehammer-1994,NOR,5,10,11,26,59,25.53125,26,Norway,Winter,Lillehammer 1994,522.0,1
1996,atlanta-1996,NOR,3,2,3,8,36,26.6,8,United States,Summer,Atlanta 1996,548.0,0
1998,nagano-1998,NOR,5,10,10,25,61,26.65686274509804,25,Japan,Winter,Nagano 1998,556.0,0
2000,sydney-2000,NOR,3,4,4,11,34,28.975,11,Australia,Summer,Sydney 2000,581.0,0
2002,salt-lake-city-2002,NOR,7,13,5,25,64,28.466666666666665,25,United States,Winter,Salt Lake City 2002,592.0,0
2004,athens-2004,NOR,2,5,0,7,28,30.205882352941178,7,Greece,Summer,Athens 2004,617.0,0
2006,turin-2006,NOR,9,2,9,20,57,28.464285714285715,20,Italy,Winter,Turin 2006,624.0,0
2008,beijing-2008,NOR,1,3,5,9,38,29.5,9,China,Summer,Beijing 2008,644.0,0
2010,vancouver-2010,NOR,6,10,8,24,70,26.4,24,Canada,Winter,Vancouver 2010,653.0,0
2012,london-2012,NOR,1,2,1,4,36,27.625,4,Great Britain,Summer,London 2012,677.0,0
2014,sochi-2014,NOR,10,12,5,27,80,26.46527777777778,27,Russian Federation,Winter,Sochi 2014,681.0,0
2016,rio-2016,NOR,6,0,0,6,30,27.634146341463413,6,Brazil,Summer,Rio 2016,708.0,0
2018,pyeongchang-2018,NOR,13,15,14,42,68,27.507462686567163,42,Republic of Korea,Winter,PyeongChang 2018,714.0,0
2020,tokyo-2020,NOR,2,5,2,9,38,26.044444444444444,9,Japan,Summer,Tokyo 2020,756.0,0
2022,beijing-2022,NOR,13,17,9,39,68,27.416666666666668,39,China,Winter,Beijing 2022,765.0,0
1920,antwerp-1920,NZL,1,0,0,1,4,,1,Belgium,Summer,Antwerp 1920,804.0,0
1924,paris-1924,NZL,1,0,0,1,3,22.0,1,France,Summer,Paris 1924,1.0,0
1928,amsterdam-1928,NZL,0,1,0,1,4,26.0,1,Netherlands,Summer,Amsterdam 1928,2.0,0
1932,los-angeles-1932,NZL,0,0,2,2,6,22.0,2,United States,Summer,Los Angeles 1932,3.0,0
1936,berlin-1936,NZL,0,1,0,1,7,23.857142857142858,1,Germany,Summer,Berlin 1936,5.0,0
1952,helsinki-1952,NZL,2,1,0,3,5,25.142857142857142,3,Finland,Summer,Helsinki 1952,6.0,0
1956,melbourne-1956,NZL,0,3,0,3,14,21.90909090909091,3,"Australia, Sweden",Summer,Melbourne 1956,9.0,0
1960,rome-1960,NZL,1,2,0,3,15,25.157894736842106,3,Italy,Summer,Rome 1960,12.0,0
1964,tokyo-1964,NZL,2,4,0,6,28,27.90909090909091,6,Japan,Summer,Tokyo 1964,15.0,0
1968,mexico-city-1968,NZL,2,1,0,3,18,25.555555555555557,3,Mexico,Summer,Mexico City 1968,21.0,0
1972,munich-1972,NZL,1,1,1,3,26,27.434782608695652,3,Federal Republic of Germany,Summer,Munich 1972,24.0,0
1976,montreal-1976,NZL,1,2,1,4,26,26.0,4,Canada,Summer,Montreal 1976,27.0,0
1984,los-angeles-1984,NZL,2,10,1,13,54,24.728571428571428,13,United States,Summer,Los Angeles 1984,31.0,0
1988,seoul-1988,NZL,9,4,4,17,44,27.32075471698113,17,Republic of Korea,Summer,Seoul 1988,44.0,0
1992,albertville-1992,NZL,0,0,1,1,4,24.333333333333332,1,France,Winter,Albertville 1992,61.0,0
1992,albertville-1992,NZL,0,0,1,1,4,24.333333333333332,12,France,Winter,Albertville 1992,62.0,0
1992,barcelona-1992,NZL,5,1,6,12,60,26.123287671232877,1,Spain,Summer,Barcelona 1992,74.0,0
1992,barcelona-1992,NZL,5,1,6,12,60,26.123287671232877,12,Spain,Summer,Barcelona 1992,75.0,0
1996,atlanta-1996,NZL,1,3,2,6,51,25.44927536231884,6,United States,Summer,Atlanta 1996,87.0,0
2000,sydney-2000,NZL,3,1,0,4,59,26.985915492957748,4,Australia,Summer,Sydney 2000,93.0,0
2004,athens-2004,NZL,0,4,2,6,57,27.6056338028169,6,Greece,Summer,Athens 2004,97.0,0
2008,beijing-2008,NZL,5,4,2,11,59,28.926470588235293,11,China,Summer,Beijing 2008,103.0,0
2012,london-2012,NZL,7,9,3,19,60,28.267605633802816,19,Great Britain,Summer,London 2012,114.0,0
2016,rio-2016,NZL,5,6,12,23,58,27.561643835616437,23,Brazil,Summer,Rio 2016,133.0,0
2018,pyeongchang-2018,NZL,2,0,0,2,19,24.233333333333334,2,Republic of Korea,Winter,PyeongChang 2018,156.0,0
2020,tokyo-2020,NZL,8,9,8,25,57,29.26984126984127,25,Japan,Summer,Tokyo 2020,158.0,0
2022,beijing-2022,NZL,0,2,1,3,15,23.857142857142858,3,China,Winter,Beijing 2022,183.0,0
2018,pyeongchang-2018,OAR,9,2,7,18,88,24.16176470588235,18,Republic of Korea,Winter,PyeongChang 2018,186.0,0
1956,melbourne-1956,PAK,0,0,1,1,28,27.41176470588235,1,"Australia, Sweden",Summer,Melbourne 1956,18.0,0
1960,rome-1960,PAK,1,1,0,2,18,25.333333333333332,2,Italy,Summer,Rome 1960,1.0,0
1964,tokyo-1964,PAK,0,0,1,1,18,31.833333333333332,1,Japan,Summer,Tokyo 1964,3.0,0
1968,mexico-city-1968,PAK,0,1,0,1,2,24.5,1,Mexico,Summer,Mexico City 1968,4.0,0
1972,munich-1972,PAK,0,0,1,1,5,28.0,1,Federal Republic of Germany,Summer,Munich 1972,5.0,0
1976,montreal-1976,PAK,1,0,0,1,6,44.0,1,Canada,Summer,Montreal 1976,6.0,0
1984,los-angeles-1984,PAK,0,1,0,1,7,24.0,1,United States,Summer,Los Angeles 1984,7.0,0
1988,seoul-1988,PAK,1,0,0,1,6,23.0,1,Republic of Korea,Summer,Seoul 1988,8.0,0
1992,barcelona-1992,PAK,1,0,0,1,5,26.0,1,Spain,Summer,Barcelona 1992,9.0,0
1948,london-1948,PAN,2,0,0,2,1,24.0,2,Great Britain,Summer,London 1948,10.0,0
2008,beijing-2008,PAN,0,1,0,1,4,22.5,1,China,Summer,Beijing 2008,2.0,0
2004,athens-2004,PAR,0,0,1,1,3,19.666666666666668,1,Greece,Summer,Athens 2004,3.0,0
1948,london-1948,PER,0,1,0,1,22,30.6,1,Great Britain,Summer,London 1948,1.0,0
1984,los-angeles-1984,PER,0,0,1,1,20,22.24137931034483,1,United States,Summer,Los Angeles 1984,1.0,0
1988,seoul-1988,PER,0,0,1,1,8,27.181818181818183,1,Republic of Korea,Summer,Seoul 1988,2.0,0
1992,barcelona-1992,PER,0,0,1,1,12,24.23076923076923,1,Spain,Summer,Barcelona 1992,3.0,0
1928,amsterdam-1928,PHI,1,0,0,1,3,24.333333333333332,1,Netherlands,Summer,Amsterdam 1928,4.0,0
1932,los-angeles-1932,PHI,3,0,0,3,7,24.0,3,United States,Summer,Los Angeles 1932,1.0,0
1936,berlin-1936,PHI,1,0,0,1,12,23.8125,1,Germany,Summer,Berlin 1936,4.0,0
1964,tokyo-1964,PHI,0,0,1,1,31,27.88235294117647,1,Japan,Summer,Tokyo 1964,5.0,0
1988,seoul-1988,PHI,1,0,0,1,26,22.0,1,Republic of Korea,Summer,Seoul 1988,6.0,0
1992,barcelona-1992,PHI,1,0,0,1,21,23.964285714285715,1,Spain,Summer,Barcelona 1992,7.0,0
1996,atlanta-1996,PHI,0,0,1,1,11,25.88235294117647,1,United States,Summer,Atlanta 1996,8.0,0
2016,rio-2016,PHI,0,0,1,1,11,24.272727272727273,1,Brazil,Summer,Rio 2016,9.0,0
2020,tokyo-2020,PHI,1,1,2,4,16,26.75,4,Japan,Summer,Tokyo 2020,10.0,0
1924,paris-1924,POL,1,0,1,2,34,29.419354838709676,2,France,Summer,Paris 1924,14.0,0
1928,amsterdam-1928,POL,3,1,1,5,33,27.210526315789473,5,Netherlands,Summer,Amsterdam 1928,2.0,0
1932,los-angeles-1932,POL,5,2,1,8,6,23.1,8,United States,Summer,Los Angeles 1932,7.0,0
1936,berlin-1936,POL,4,0,3,7,43,28.41860465116279,7,Germany,Summer,Berlin 1936,15.0,0
1948,london-1948,POL,1,0,0,1,14,28.8,1,Great Britain,Summer,London 1948,22.0,0
1952,helsinki-1952,POL,1,1,2,4,51,26.991803278688526,4,Finland,Summer,Helsinki 1952,23.0,0
1956,cortina-d-ampezzo-1956,POL,1,0,0,1,25,25.641025641025642,1,Italy,Winter,Cortina d'Ampezzo 1956,27.0,0
1956,cortina-d-ampezzo-1956,POL,1,0,0,1,25,25.641025641025642,9,Italy,Winter,Cortina d'Ampezzo 1956,28.0,0
1956,melbourne-1956,POL,4,1,4,9,45,24.323529411764707,1,"Australia, Sweden",Summer,Melbourne 1956,37.0,0
1956,melbourne-1956,POL,4,1,4,9,45,24.323529411764707,9,"Australia, Sweden",Summer,Melbourne 1956,38.0,0
